FName(String),LName(String),Gender(String),AreaCode(String),Phone(String),City(String),State(String),Zip(String),MaritalStatus(String),HasChild(String)
Hung,Episkopou,M,563,3759602,WATERLOO,IA,50702,S,Y
Glaucia,Itzigehl,M,239,6601676,THONOTOSASSA,FL,33592,M,N
Yanxiang,Schoenig,F,435,8141564,SALT LAKE CITY,UT,84120,M,N
Goang,Zizka,F,505,6882115,REGINA,NM,87046,M,Y
Ramakant,Zongker,F,701,3038081,DICKINSON,ND,58601,M,N
Renny,Poulakidas,F,253,3978016,WISHRAM,WA,98673,S,Y
Carroll,Leban,M,502,5676487,HAPPY,KY,41746,M,Y
Mir,Kasa,F,678,9916944,BUFORD,GA,30519,M,Y
Jagesh,Takach,F,816,9776701,MAYSVILLE,MO,64447,S,N
Peter,Kohlhase,M,408,2496469,MAGALIA,CA,95954,M,N
Roope,Callen,F,731,8115145,MOSCOW,TN,38057,S,N
Chung,Bennis,M,401,7932131,PAWTUCKET,RI,2861,S,N
Amr,Cornelius,F,301,6793213,BALTIMORE,MD,21231,M,N
Huaiqing,Strater,M,907,3633532,CIRCLE,AK,99733,S,Y
Yakov,Dagtas,M,701,1217143,ROLETTE,ND,58366,M,N
Borka,Schellhorn,F,802,8838918,EAST POULTNEY,VT,5741,M,Y
Bhupinder,Cox,M,276,2436117,SUFFOLK,VA,23436,M,Y
Dahlia,Yetim,F,848,6805517,VILLAS,NJ,8251,S,Y
Lorenz,Magnusson,M,801,4521393,KOOSHAREM,UT,84744,M,N
Ladislas,Heckendorn,M,202,6808556,PARCEL RETURN SERVICE,DC,56933,S,Y
Munseok,Poot,F,202,1442697,WASHINGTON,DC,20005,M,Y
Tilmann,Tryon,F,775,8072810,HENDERSON,NV,89074,S,Y
Yatsuka,Vellino,M,334,3281002,MENTONE,AL,35984,S,N
Hai,Peak,M,408,5879857,SPRING VALLEY,CA,91976,M,N
Gilberto,Meyerhoff,F,208,1697064,LEWISVILLE,ID,83431,S,N
KyungOh,Struble,M,920,5643688,RACINE,WI,53408,M,N
ChingYen,Koide,F,541,2819661,MIDLAND,OR,97634,M,Y
Bill,Liedekerke,M,601,2866405,SHAW,MS,38773,M,N
Debora,Lazell,M,682,2151609,EL PASO,TX,88553,S,Y
Tiko,Padman,F,901,2664458,RIVES,TN,38253,S,Y
Xingbin,Partee,F,435,2006904,HEBER CITY,UT,84032,M,Y
Birol,Bird,M,406,6903699,BILLINGS,MT,59102,S,N
Hongwei,Rask,F,202,3151955,WASHINGTON,DC,20053,M,N
Totadri,Chikaraishi,M,717,9495731,RAVINE,PA,17966,S,Y
Aarni,Dolinsky,F,434,9583309,HAMPTON,VA,23669,M,Y
Hira,Marzurkiewicz,M,509,2901992,YAKIMA,WA,98903,S,N
Masadi,Gurevitch,M,231,4913746,HARRISVILLE,MI,48740,M,Y
Luk,Usas,M,907,3787822,ELFIN COVE,AK,99825,S,N
Joakim,Greenaway,F,918,6861118,CAMARGO,OK,73835,M,N
Zubin,Sadowski,M,304,4644584,RAGLAND,WV,25690,M,Y
Mohamadou,Pietak,M,720,2033873,BELLVUE,CO,80512,M,Y
Mitch,Wooldridge,M,845,9015218,YOUNGSVILLE,NY,12791,S,N
Yuli,Rive,F,218,3152462,TWIG,MN,55791,S,N
Kay,Aybay,M,412,8823654,NEW FREEPORT,PA,15352,M,N
Panayotis,Rios,F,435,6599435,TOOELE,UT,84074,M,Y
Sathis,Ramras,F,909,6701828,ALISO VIEJO,CA,92698,M,Y
Yongwon,Murtagh,F,308,7637886,BELLEVUE,NE,68123,S,N
Francis,Duske,F,541,8208857,PORTLAND,OR,97267,M,N
Jacquelyn,Kokeny,F,678,7496296,LAKEMONT,GA,30552,S,Y
Debanjan,Annaratone,M,720,1162421,CLIFTON,CO,81520,M,N
Pamela,Piltz,M,307,1934640,PARKMAN,WY,82838,S,N
Bassam,Kruys,M,801,7805687,GREEN RIVER,UT,84525,S,N
Yili,Psaltis,F,401,5918255,RUMFORD,RI,2916,M,Y
Claudius,Scallan,M,775,7401038,INCLINE VILLAGE,NV,89450,S,N
Konrad,Varvel,M,754,3429804,FORT LAUDERDALE,FL,33314,S,N
Famory,Favre,M,219,1765541,OAKLAND CITY,IN,47660,S,N
Sampalli,Niemeier,F,801,9203292,FILLMORE,UT,84631,S,Y
Keiji,Giani,F,252,7241798,MINERAL SPRINGS,NC,28108,S,Y
Hari,Worm,M,270,5133716,PRINTER,KY,41655,S,N
Kehsiung,Savaria,M,706,6251123,ROCKLEDGE,GA,30454,S,N
Yeogirl,Abeta,M,856,9478023,CONVENT STATION,NJ,7961,M,N
Vishu,Tagle,F,847,3004309,CHICAGO,IL,60693,S,N
Kwok,Schurmann,F,919,6803615,CEDAR FALLS,NC,27230,M,Y
Camelia,Dowell,F,216,1634843,AKRON,OH,44312,S,N
Shaye,Mukund,F,406,3634697,LLOYD,MT,59535,S,Y
Cort,Ostertag,M,501,4066198,GAMALIEL,AR,72537,S,N
Eleanor,Shiran,M,830,9008602,WEST,TX,76691,M,N
Kazushi,Bolshov,F,337,1947914,LAKELAND,LA,70752,M,Y
Na el,Biryukow,F,541,5114168,WALDPORT,OR,97394,S,N
Liangchun,Mossack,M,203,1406979,UNIONVILLE,CT,6085,M,N
Wlodzimierz,Muhlenbein,M,401,3253457,CHEPACHET,RI,2814,S,Y
Chihming,Meuter,F,702,9274693,LAS VEGAS,NV,89160,M,N
Balkrishna,Marchal,F,435,1694564,IVINS,UT,84738,S,Y
Aneurin,Szyerski,F,502,3205111,HAPPY,KY,41746,M,N
Jayne,Siepmann,M,828,1557324,SILER CITY,NC,27344,S,N
Marino,Poujol,F,501,4374096,TUCKER,AR,72168,S,N
Kotagiri,Wolovich,F,605,1021510,BULLHEAD,SD,57621,M,N
Karl,Erbach,F,414,8517674,WILLIAMS BAY,WI,53191,M,Y
Klemens,Berard,M,435,8499444,AURORA,UT,84620,S,Y
Sukhmay,Beckhoff,M,662,9206089,WINTERVILLE,MS,38782,M,N
LouAnn,Helland,F,302,4072342,NEWARK,DE,19725,S,Y
Laszlo,Ustimenko,M,702,3551509,STATELINE,NV,89449,S,Y
Ishwar,Dorchak,F,202,5396910,WASHINGTON,DC,20216,M,N
Mitsugu,Jette,F,623,7615475,KAIBETO,AZ,86053,S,Y
HweeHwa,Pargaonkar,F,210,4207700,GUY,TX,77444,S,N
Efraim,Nutt,F,502,9616722,NERINX,KY,40049,S,N
Donyaprueth,Chalfan,F,302,9739051,MILFORD,DE,19963,M,Y
Sheelagh,Mercer,M,617,4661544,WEST HARWICH,MA,2671,M,Y
Meurig,Kusalik,M,864,3951988,CHERAW,SC,29520,M,N
Yuqun,Hauskrecht,F,731,7409489,NASHVILLE,TN,37216,S,N
Katsuto,Schamp,M,541,1638150,EUGENE,OR,97403,S,Y
Jonghyun,Regev,F,913,9675109,WALTON,KS,67151,M,Y
Nageshwara,Polster,M,812,1572041,ROCKPORT,IN,47635,S,Y
Michele,Schervish,F,347,6361813,PATCHOGUE,NY,11772,M,Y
Bhavani,Feltelson,F,803,9078230,JONESVILLE,SC,29353,M,Y
Foto,Mavronicolas,M,808,7404027,VOLCANO,HI,96785,M,Y
Guillermo,Kharin,M,605,7947098,PRESHO,SD,57568,S,N
Arnulf,Plessier,M,405,7366894,WATONGA,OK,73772,S,Y
Gustave,Gecsei,F,775,1107068,LAS VEGAS,NV,89117,M,N
Lalgudi,Buttelmann,M,425,1736169,YAKIMA,WA,98901,S,Y
Ragunathan,Dienes,F,769,2248997,NOXAPATER,MS,39346,S,N
Shangping,Zeilberger,F,941,9084883,STUART,FL,34996,M,Y
Przemyslaw,Courtenage,F,503,7462542,DAMASCUS,OR,97089,S,Y
Abhaya,Nassor,F,405,8238375,OSCAR,OK,73561,S,Y
Takayuli,Laguitton,F,586,6386858,LEONARD,MI,48367,S,Y
Giri,Olivier,M,724,6778462,SCENERY HILL,PA,15360,M,Y
Ignace,Quasthoff,F,907,3813966,TULUKSAK,AK,99679,M,N
Swarup,Stepanek,F,845,5866057,WAWARSING,NY,12489,S,Y
Nabanita,Hempstead,M,803,8047333,SPARTANBURG,SC,29305,S,N
Katalin,Gist,F,515,2031690,CLINTON,IA,52736,S,N
Iannis,Giandomenico,M,413,6519412,GILBERTVILLE,MA,1031,M,N
Alfio,Kauffels,F,317,9148924,MUNCIE,IN,47308,M,Y
Eizyu,Steingart,M,870,7754766,GEPP,AR,72538,S,Y
Yuzo,Weisenberg,M,607,3318772,PORTLANDVILLE,NY,13834,S,Y
Djamal,Skatulla,F,609,3412131,TRENTON,NJ,8610,S,N
Soraja,Liuzzi,F,828,7406235,STOVALL,NC,27582,M,Y
Gwyneth,Barbour,M,215,5978923,MONACA,PA,15061,M,N
Nikos,Kindlmann,M,720,6575594,BURLINGTON,CO,80807,S,Y
Hongji,Muhlen,F,406,5986651,OPHEIM,MT,59250,M,N
Xinhua,Doh,F,240,9867537,LAUREL,MD,20708,M,Y
Philipe,McMahon,F,314,5823342,MONTGOMERY CITY,MO,63361,S,N
Kiyoto,Takeoka,M,860,5523775,CANTERBURY,CT,6331,S,Y
Ramachandran,Sindoni,F,507,1789270,CALUMET,MN,55716,M,Y
Mauno,Livari,F,971,8916956,SUMMERVILLE,OR,97876,M,Y
Aaron,Ittner,F,662,4726644,HEIDELBERG,MS,39439,S,N
Horia,Rapicault,F,802,5173649,ADAMANT,VT,5640,M,Y
Seshu,Debackere,F,302,6077425,PORT PENN,DE,19731,M,Y
Sasan,Biederman,M,601,2595219,CARRIERE,MS,39426,M,N
Anshu,Noel,M,234,9763418,BLOOMINGBURG,OH,43106,M,N
Sachem,Salvesen,M,386,8121021,PORT SAINT LUCIE,FL,34985,M,N
Geunbae,Beretta,F,731,7132845,MEMPHIS,TN,38116,S,N
Satyandra,Hohne,M,678,7581864,ATLANTA,GA,30321,M,Y
Koichi,Nonnenmacher,F,505,1018592,LAKEWOOD,NM,88254,S,N
Miyako,Pedrotti,F,651,6731358,LEWISTON,MN,55952,S,N
Devindra,Ziegler,M,402,9796549,DOUGLAS,NE,68344,M,Y
Sebastian,Devlin,F,405,4617999,OVERBROOK,OK,73453,S,Y
Sharma,Graefe,F,406,6238153,VIRGINIA CITY,MT,59755,S,Y
Armen,Tahi,F,860,8273024,STRATFORD,CT,6615,M,N
Bruch,Lyonns,M,214,8922462,SALADO,TX,76571,M,Y
Yoshitomo,Selvestrel,F,337,8935640,GIBSON,LA,70356,S,Y
Leif,Dinkloh,F,313,8069708,MAPLE RAPIDS,MI,48853,S,N
Xia,Rouet,F,701,8527159,FAIRDALE,ND,58229,S,Y
Svatopluk,Bell,F,603,6048223,MADBURY,NH,3823,S,Y
Alejo,Jezioranski,M,413,1535732,MILTON VILLAGE,MA,2187,M,Y
Yibing,Lange,F,406,6674562,HOT SPRINGS,MT,59845,M,Y
Sverrir,Stomenovic,M,406,8348859,WILLOW CREEK,MT,59760,S,Y
Rema,Courtenage,M,360,1655868,RICHLAND,WA,99352,M,N
Ognen,Medvidovic,M,309,8256342,PALOS HILLS,IL,60465,M,Y
Anuj,Flaus,F,870,4514579,HUGHES,AR,72348,S,N
Linqi,Dreger,M,205,6529081,EMPIRE,AL,35063,S,Y
Kitsana,Sherratt,F,901,3278481,MONROE,TN,38573,M,N
Barun,Tagashira,M,937,9752454,GENEVA,OH,44041,S,Y
Zorana,Grams,M,808,3485526,HAUULA,HI,96717,S,N
Venu,Faletti,M,406,1374964,GREAT FALLS,MT,59401,S,N
Raoul,Lazaro,M,503,3285303,O BRIEN,OR,97534,M,Y
Adly,Mouaddib,F,860,4232959,EASTON,CT,6612,S,Y
Fotis,Ruther,F,302,3769756,WILMINGTON,DE,19880,M,N
Jurij,Baak,F,609,4766713,BRIELLE,NJ,8730,M,N
Wassili,Otillio,F,860,8587034,OLD SAYBROOK,CT,6475,S,N
Puri,Tawa,M,503,7955426,NEOTSU,OR,97364,S,N
Yul,Guetari,M,808,1688826,KUALAPUU,HI,96757,S,Y
Bhagirath,Lichtner,M,417,1879338,JAMESPORT,MO,64648,M,Y
Its hak,Gran,M,712,8011196,AGENCY,IA,52530,M,Y
Kalappa,Grun,M,512,7884213,EL PASO,TX,79923,S,Y
Lila,Cozza,F,931,4764820,NASHVILLE,TN,37228,S,N
Hidetsune,Witkowski,M,202,6339975,WASHINGTON,DC,20415,S,N
Alix,Olken,F,775,6511571,SEARCHLIGHT,NV,89046,M,Y
Jennifer,Kirchherr,F,406,1029303,GILDFORD,MT,59525,S,Y
Jun,Stranks,F,304,3302372,PROCIOUS,WV,25164,M,Y
Fatimah,Rotger,F,479,3268755,LETONA,AR,72085,S,Y
Chiaki,Matthijssen,M,404,5586034,ETON,GA,30724,M,N
Wilko,Olive,F,336,1095516,CORNELIUS,NC,28031,M,N
Aantony,Saclay,F,801,6552169,PROVO,UT,84604,S,Y
Ajay,Mokkedem,F,304,2913892,CABINS,WV,26855,M,Y
Tatiana,Blus,M,620,9257415,DEERFIELD,KS,67838,S,Y
Jacobijn,Koepf,F,775,6578291,YERINGTON,NV,89447,M,N
Yunqi,Konuru,F,308,4063871,CORDOVA,NE,68330,M,N
Celine,Felgentreu,F,551,2684501,ORANGE,NJ,7050,S,N
Tzvetan,Straser,F,802,6773867,GILMAN,VT,5904,S,Y
Keki,Cooperman,M,208,1077410,KAMIAH,ID,83536,M,Y
Charly,Geibel,M,316,5336028,TOPEKA,KS,66606,S,N
Wernhuar,Griwodz,M,605,1485180,MILBANK,SD,57252,S,N
Agha,D Hooge,M,775,2884334,CARSON CITY,NV,89706,M,Y
Gaetan,Skamoto,M,479,4301030,BONO,AR,72416,S,Y
Liqin,Kauffmann,F,219,7899076,BUTLERVILLE,IN,47223,S,Y
Yanghee,DeFouw,M,810,9914879,RUDYARD,MI,49780,M,N
Jorjeta,Blumenrohr,F,401,9558294,PROVIDENCE,RI,2906,S,Y
Hiroyuki,Surya,M,803,3464516,LANDO,SC,29724,M,N
Adarsh,Abouzahra,F,225,4801105,DARROW,LA,70725,S,Y
Mingshien,Bonifati,M,401,8535649,HARRISVILLE,RI,2830,S,Y
Marlis,Bondorf,M,414,3685034,PLOVER,WI,54467,M,Y
Joxan,McCallien,F,505,3018926,CIMARRON,NM,87714,M,N
Aashu,Douligeris,F,501,8733408,ALPENA,AR,72611,M,N
Keung,Sidje,F,904,5551497,AVON PARK,FL,33825,M,N
Mustafa,Francisci,M,443,2252525,SILVER SPRING,MD,20916,S,Y
Jagesh,Dussud,F,406,1275013,BLOOMFIELD,MT,59315,S,N
Adri,Takada,M,608,5781218,BRISTOL,WI,53104,S,Y
ChengFu,Kragelund,M,302,9022681,CAMDEN WYOMING,DE,19934,S,N
Pragnesh,Parodi,M,479,6927598,EDGEMONT,AR,72044,S,Y
Faouzi,Alvarez,M,304,5919070,FOLSOM,WV,26348,M,Y
Annemarie,Bheda,M,406,4136507,BILLINGS,MT,59111,M,N
Christina,Hooman,M,787,1079937,CIALES,PR,638,M,N
Jianchao,McArthur,M,205,1922670,EDWARDSVILLE,AL,36261,M,N
Samer,Caugne,F,314,4905534,CAIRO,MO,65239,M,Y
Athena,Kalamatianos,M,843,5001440,LANE,SC,29564,S,Y
Mohamed,Magalhaes,F,410,4736577,NANTICOKE,MD,21840,S,Y
Eliezer,Frijda,M,208,3947660,HAYDEN,ID,83835,S,Y
Janina,Puterman,M,541,6652264,DAIRY,OR,97625,M,Y
Arunachalam,Usdin,F,302,2489743,WILMINGTON,DE,19807,S,Y
Kamalakar,Cullingford,M,720,5023189,COALMONT,CO,80430,S,N
Haya,Gunn,F,251,8921906,MONTGOMERY,AL,36112,M,N
Xuemin,Lebel,F,973,3285275,EDISON,NJ,8837,S,Y
Belle,Pileggi,F,808,6741111,HONOLULU,HI,96840,S,N
Regis,Gunji,F,541,9829519,CANBY,OR,97013,S,N
Fetima,L Ecuyer,F,860,3311676,EASTFORD,CT,6242,M,N
Guna,Heijst,F,660,3847994,POLK,MO,65727,S,Y
Przemyslawa,Delugach,F,563,3979093,SPRINGBROOK,IA,52075,S,N
Mino,Waldherr,M,305,5412737,JACKSONVILLE,FL,32209,S,N
Nia,Billawala,M,207,2201239,HARPSWELL,ME,4079,S,N
LouAnn,Cakir,F,425,3274021,PESHASTIN,WA,98847,M,N
Walid,Randi,F,662,9662940,GLEN,MS,38846,M,N
Miquel,Wender,M,262,7986931,BUTLER,WI,53007,S,Y
Rodnay,Ezer,M,202,4972828,WASHINGTON,DC,20560,M,N
Linda,Shemesh,F,541,9379727,SANDY,OR,97055,S,N
Plamenka,Coppini,F,401,3513835,NEWPORT,RI,2841,M,Y
Muralidhara,Daszczuk,F,607,1482654,POESTENKILL,NY,12140,M,N
Wiktor,Geerts,F,252,1096904,KINGS MOUNTAIN,NC,28086,S,Y
Talel,Greer,M,574,3553029,TUNNELTON,IN,47467,M,Y
Guoxiang,Weatherford,M,646,1902414,HINCKLEY,NY,13352,M,N
Khun,Borucki,F,225,4368430,KENTWOOD,LA,70444,S,N
Piers,Selenyi,M,202,5217308,WASHINGTON,DC,20055,M,N
Lorene,DeJean,M,732,4543967,ADELPHIA,NJ,7710,M,Y
Lucja,Forouraghi,M,330,3916843,FOWLER,OH,44418,M,Y
Wilfredo,Radecka,M,630,9549350,ROCK FALLS,IL,61071,M,Y
Shlomi,Breitinger,M,228,7658117,FLOWOOD,MS,39232,S,N
Danette,Lagnier,F,267,3417901,ASTON,PA,19014,M,Y
Bokyung,Mutschke,F,219,1495268,GREENSBURG,IN,47240,S,Y
Ingmar,Strevell,M,939,2007112,BOQUERON,PR,622,S,Y
Alastair,Iwanska,M,702,7078534,SUN VALLEY,NV,89433,M,N
Wenyu,Abbara,F,541,2757306,ROCKAWAY BEACH,OR,97136,S,Y
Sarosh,Bala,F,334,3618055,MOBILE,AL,36610,S,N
Sreenivas,Khamare,M,731,3117042,DOWELLTOWN,TN,37059,M,N
Dwight,Isles,M,505,3061508,YESO,NM,88136,S,N
Xinyao,Payton,F,229,9488931,FOWLSTOWN,GA,39852,M,N
Seongtaek,Fujinami,M,513,1549418,RACINE,OH,45771,S,Y
Madhusudan,Szablak,M,731,5031517,SPRING CREEK,TN,38378,M,N
Shrinivas,Yochum,M,662,5668755,NATCHEZ,MS,39122,S,N
Roded,Staggers,F,304,7803730,WILCOE,WV,24895,M,N
Corin,Kitaev,M,787,8837222,RINCON,PR,677,S,N
Yali,Aghili,F,202,4918815,WASHINGTON,DC,20542,M,N
Gudala,Lidstone,F,801,9792113,SALT LAKE CITY,UT,84101,S,N
Bernad,Prevel,F,913,3996179,HOLYROOD,KS,67450,S,N
Chandraleka,Howkins,M,712,3333020,DES MOINES,IA,50397,S,N
Geetha,Koszlajda,M,203,4124595,EAST GRANBY,CT,6026,M,N
Swamy,Vrijer,F,605,1873589,SPEARFISH,SD,57799,S,Y
Marney,Castan,F,307,9964475,BIG PINEY,WY,83113,M,N
Divyakant,Karzanov,M,574,4464872,ELNORA,IN,47529,S,Y
Darwen,Broll,F,505,3788425,TREMENTINA,NM,88439,S,N
Markian,Yanagida,M,775,3286400,VALMY,NV,89438,S,Y
Line,Sheridan,F,502,7205129,THELMA,KY,41260,M,N
Hal,Claire,F,605,6501357,RALPH,SD,57650,S,Y
Hairuo,Journel,M,207,8551310,FARMINGTON FALLS,ME,4940,S,Y
Dolors,Lovas,F,907,8792437,ANDERSON,AK,99744,M,N
Thuy,Lund,M,586,7463216,CASPIAN,MI,49915,M,Y
Renee,Elsanadidi,M,307,8761520,WYARNO,WY,82845,S,Y
Mazin,Marakakis,F,985,8916735,KAPLAN,LA,70548,S,Y
Deven,Nissenbaum,M,563,7328998,GUTTENBERG,IA,52052,S,Y
Stuart,Alblas,F,605,2836877,BLUNT,SD,57522,M,Y
Doyle,Guski,M,307,8757162,SAINT STEPHENS,WY,82524,M,Y
Kazuharu,Aha,F,563,8239092,MOUNT AUBURN,IA,52313,M,Y
Koki,Marzullo,F,808,9004759,WAIKOLOA,HI,96738,M,N
Nobumitsu,Ianni,F,608,3075570,BOYD,WI,54726,S,Y
Gongxian,Rotger,M,636,2256503,CLIMAX SPRINGS,MO,65324,M,N
Surendranath,Junnemann,F,351,5121182,CHESHIRE,MA,1225,S,Y
Seichi,Averbuch,F,636,8575633,ROCKBRIDGE,MO,65741,M,N
Kwangyoen,Nyce,F,208,9386538,OSBURN,ID,83849,S,N
Raffaele,Wilfing,F,614,8189852,PEEBLES,OH,45660,M,N
Gwenael,Ritzmann,F,816,8267427,COLUMBIA,MO,65201,M,Y
Marney,Zeidenstein,F,262,3343898,KIMBERLY,WI,54136,M,Y
Weiye,Korcuska,F,229,3019614,DULUTH,GA,30099,M,Y
Chaoyi,Kask,M,435,2445432,LEHI,UT,84043,S,N
Jixin,Kislenkov,F,301,3729628,TAYLORS ISLAND,MD,21669,M,N
Mattijs,Kwiatkowski,M,307,2405707,WAPITI,WY,82450,S,Y
Merrick,Haasis,F,803,2523790,MC BEE,SC,29101,M,Y
Nimish,Tompa,M,202,7003022,WASHINGTON,DC,20543,M,N
Rangachari,Brophy,F,808,8943723,LIHUE,HI,96766,S,N
Rama,Benveniste,M,319,8893676,COUNCIL BLUFFS,IA,51502,M,Y
Mogens,Oettli,M,504,3915789,THIBODAUX,LA,70301,M,N
Anand,Rehfuss,M,239,3894084,ONA,FL,33865,M,Y
Tulika,Leufke,F,208,4342965,STAR,ID,83669,S,N
Jui,Ranft,M,417,5746546,MACKS CREEK,MO,65786,S,N
Oukseh,Rick,F,217,4896934,NILES,IL,60714,M,Y
Basilis,Emiris,F,253,3559523,BLAINE,WA,98231,M,Y
Annie,Antos,M,769,9734277,RICHLAND,MS,39218,S,N
Ishantha,Marburger,M,404,2617019,ELKO,GA,31025,S,N
Michal,Shindo,M,505,4496582,ARTESIA,NM,88210,M,N
Jurgen,Munetoh,F,479,3106168,SULPHUR ROCK,AR,72579,S,N
Rajendran,Kuberka,M,302,9601718,MARYDEL,DE,19964,S,Y
Drew,Dami,F,419,6111365,MALAGA,OH,43757,M,Y
Jackie,Gargeya,F,860,6805487,NORWALK,CT,6852,M,N
Jelena,Cagley,M,662,4341403,MAYERSVILLE,MS,39113,S,N
Xiangfeng,Matuttis,F,505,2883515,HOLLOMAN AIR FORCE BASE,NM,88330,M,N
Agnieszka,Rayko,M,939,4581003,CAGUAS,PR,725,S,Y
Hsiang,Luff,M,304,2644744,HUNTINGTON,WV,25723,M,N
Shekar,Ohmoto,F,703,1874984,CHESAPEAKE,VA,23322,S,Y
Rustam,Baby,M,347,1868489,WEST FALLS,NY,14170,M,N
Evanthia,Wavrik,M,334,3164007,JASPER,AL,35502,M,Y
Bohuslav,Strubbe,M,228,1191671,MIZE,MS,39116,S,N
Jiyuan,Schlag,F,816,8411155,BUFFALO,MO,65622,M,Y
Sahrah,Maskas,M,763,2819236,LAKE LILLIAN,MN,56253,M,N
Yongge,Leino,M,551,5476110,BAYVILLE,NJ,8721,S,N
Iyad,Girgensohn,M,603,6301056,CENTER BARNSTEAD,NH,3225,M,Y
Venkatesan,Pfefferle,F,435,5281432,BRIAN HEAD,UT,84719,S,N
Micha,Wavish,M,406,3001587,BLACK EAGLE,MT,59414,M,Y
Donanld,Koshkin,F,931,3008528,CORRYTON,TN,37721,S,Y
Nicu,Malhotra,M,339,4113139,VINEYARD HAVEN,MA,2568,S,Y
Dharmaraja,Welcome,M,787,3262204,LA PLATA,PR,786,M,Y
Hayato,Fergany,F,907,2807252,LOWER KALSKAG,AK,99626,M,Y
Zheru,Aimeur,M,208,9249028,KOOSKIA,ID,83539,S,Y
Howard,Tomer,M,217,9663240,STEWARDSON,IL,62463,M,Y
Yujiun,Giegerich,M,980,1006792,ORRUM,NC,28369,S,Y
Ioanna,Couvreur,F,208,3867110,MAY,ID,83253,S,Y
Kothuri,Brunn,M,608,7365649,POUND,WI,54161,S,N
Frieder,Panangaden,M,862,1698156,WAYNE,NJ,7477,S,N
Petar,Quinet,M,907,8395537,FALSE PASS,AK,99583,S,Y
Baltasar,Salmon,M,559,3553005,SAN DIEGO,CA,92106,S,Y
Krste,Reistad,F,505,1887360,SANTO DOMINGO PUEBLO,NM,87052,S,Y
Valmir,Bill,F,801,9855926,BOUNTIFUL,UT,84010,S,Y
Hui,Jahnichen,F,281,4337227,BON WIER,TX,75928,M,Y
Imadeldin,Takagi,M,302,2404929,WILMINGTON,DE,19887,S,Y
Wojciech,Stutschka,M,830,2012498,ABILENE,TX,79603,S,N
Gurindar,Fulcher,F,206,5401463,GARFIELD,WA,99130,S,Y
Yamine,Gohl,F,315,2417032,JACKSON HEIGHTS,NY,11372,S,N
Hatem,Inui,F,864,7911231,WILLIAMS,SC,29493,S,N
Noemie,Alpuente,F,701,4611823,SHEYENNE,ND,58374,M,N
Agustin,Boggs,M,630,6013503,PETERSBURG,IL,62675,M,N
Lourdes,Geldenhuys,F,580,5111211,PONCA CITY,OK,74601,M,N
Huaxiong,Gurel,M,843,6134439,LAKE CITY,SC,29560,M,N
Erick,Royer,F,435,6867350,BRIAN HEAD,UT,84719,M,Y
Toshihito,Radhakrishnan,M,989,5108184,FARMINGTON,MI,48332,S,N
Magatho,Pollatschek,F,931,1198224,MIDDLETON,TN,38052,S,N
Chuchang,Milgrom,M,208,2646088,BOISE,ID,83702,M,N
Tokunbo,Leban,F,205,2948969,COY,AL,36435,S,Y
Ceon,Peyn,M,208,9823203,IDAHO FALLS,ID,83401,S,N
Souji,Mandell,M,408,5884323,LA VERNE,CA,91750,S,N
Fun,Bultitude,F,304,1995407,PEACH CREEK,WV,25639,M,N
Hoewon,Kroft,F,828,6719408,ASHEVILLE,NC,28801,S,Y
Aviezri,Woehl,F,980,6052501,ROLESVILLE,NC,27571,M,N
Guntram,Fouchal,F,509,3993875,MORTON,WA,98356,S,N
Fatma,Antin,F,252,4449762,FARMVILLE,NC,27828,S,Y
Ufuk,Alshuth,M,802,1524221,LOWELL,VT,5847,M,Y
Tuyen,Skala,F,860,6982569,NEW HAVEN,CT,6509,S,Y
Shannon,Crutchfield,F,304,4673205,BRAMWELL,WV,24715,M,N
Yanjun,Maguire,F,308,4608896,DODGE,NE,68633,M,Y
Ronni,Azarbod,F,601,3915471,BALDWYN,MS,38824,S,Y
Berardina,Atarashi,F,951,9435911,NEWPORT BEACH,CA,92658,S,Y
Kwangsub,Joobbani,M,828,4004888,WINSTON SALEM,NC,27101,S,N
Gerlinde,Joswig,F,406,3634424,SUNBURST,MT,59482,M,Y
Borivoj,Nisiyama,F,951,5109813,OCEANSIDE,CA,92051,M,N
Xiaoyang,Benaissa,M,302,2664712,BRIDGEVILLE,DE,19933,S,N
Bikash,Lorincz,M,571,2856338,FALLS CHURCH,VA,22041,S,N
Suhas,Bett,F,801,4673604,SALT LAKE CITY,UT,84152,M,Y
Yuejian,Rauhe,M,503,8277833,KEIZER,OR,97307,M,Y
Heichun,Khodabandeh,M,608,4525131,FOXBORO,WI,54836,S,N
Marcella,McKee,M,812,1095117,LEXINGTON,IN,47138,S,N
Taisuke,Hillston,M,651,3198314,WILLIAMS,MN,56686,S,N
Jorrge,Sekaran,F,918,4759468,SNOW,OK,74567,S,N
Keiji,Couvreur,F,202,1456994,WASHINGTON,DC,20578,S,Y
Yka,Bercovich,M,620,9048235,PARSONS,KS,67357,S,Y
Mitsuteru,Hoffler,M,620,9429463,WEBBER,KS,66970,S,N
Casey,Lieflander,F,316,6752901,WICHITA,KS,67213,M,N
Kazukuni,Delannoy,M,915,7438950,ANDERSON,TX,77830,S,N
Shao,Schmill,M,907,4049540,KIPNUK,AK,99614,M,Y
Pascalin,Eigler,F,319,4959713,FLORIS,IA,52560,M,Y
Surnjani,Norigoe,F,352,1294420,ORLANDO,FL,32855,S,N
Eckehard,Kohling,M,623,7535229,LUKEVILLE,AZ,85341,S,Y
