FName(String),LName(String),Gender(String),AreaCode(String),Phone(String),City(String),State(String),Zip(String),MaritalStatus(String),HasChild(String),SingleExemp(Integer),MarriedExemp(Integer),ChildExemp(Integer)
Weiye,Korcuska,F,229,3019614,DULUTH,GA,30099,M,Y,0,5400,3000
Chaoyi,Kask,M,435,2445432,LEHI,UT,84043,S,N,2475,0,0
Jixin,Kislenkov,F,301,3729628,TAYLORS ISLAND,MD,21669,M,N,0,4800,0
Mattijs,Kwiatkowski,M,307,2405707,WAPITI,WY,82450,S,Y,0,0,0
Merrick,Haasis,F,803,2523790,MC BEE,SC,29101,M,Y,0,6600,3300
Nimish,Tompa,M,202,7003022,WASHINGTON,DC,20543,M,N,0,2740,0
Rangachari,Brophy,F,808,8943723,LIHUE,HI,96766,S,N,1040,0,0
Rama,Benveniste,M,319,8893676,COUNCIL BLUFFS,IA,51502,M,Y,0,80,40
Mogens,Oettli,M,504,3915789,THIBODAUX,LA,70301,M,N,0,9000,0
Anand,Rehfuss,M,239,3894084,ONA,FL,33865,M,Y,0,0,0
Tulika,Leufke,F,208,4342965,STAR,ID,83669,S,N,3300,0,0
Jui,Ranft,M,417,5746546,MACKS CREEK,MO,65786,S,N,2100,0,0
Oukseh,Rick,F,217,4896934,NILES,IL,60714,M,Y,0,4000,2000
Basilis,Emiris,F,253,3559523,BLAINE,WA,98231,M,Y,0,0,0
Annie,Antos,M,769,9734277,RICHLAND,MS,39218,S,N,6000,0,0
Ishantha,Marburger,M,404,2617019,ELKO,GA,31025,S,N,2700,0,0
Michal,Shindo,M,505,4496582,ARTESIA,NM,88210,M,N,0,6600,0
Jurgen,Munetoh,F,479,3106168,SULPHUR ROCK,AR,72579,S,N,20,0,0
Rajendran,Kuberka,M,302,9601718,MARYDEL,DE,19964,S,Y,110,0,110
Drew,Dami,F,419,6111365,MALAGA,OH,43757,M,Y,0,2600,1300
Jackie,Gargeya,F,860,6805487,NORWALK,CT,6852,M,N,0,24500,0
Jelena,Cagley,M,662,4341403,MAYERSVILLE,MS,39113,S,N,6000,0,0
Xiangfeng,Matuttis,F,505,2883515,HOLLOMAN AIR FORCE BASE,NM,88330,M,N,0,6600,0
Agnieszka,Rayko,M,939,4581003,CAGUAS,PR,725,S,Y,0,0,0
Hsiang,Luff,M,304,2644744,HUNTINGTON,WV,25723,M,N,0,4000,0
Shekar,Ohmoto,F,703,1874984,CHESAPEAKE,VA,23322,S,Y,900,0,900
Rustam,Baby,M,347,1868489,WEST FALLS,NY,14170,M,N,0,0,0
Evanthia,Wavrik,M,334,3164007,JASPER,AL,35502,M,Y,0,3000,300
Bohuslav,Strubbe,M,228,1191671,MIZE,MS,39116,S,N,6000,0,0
Jiyuan,Schlag,F,816,8411155,BUFFALO,MO,65622,M,Y,0,4200,1200
Sahrah,Maskas,M,763,2819236,LAKE LILLIAN,MN,56253,M,N,0,6600,0
Yongge,Leino,M,551,5476110,BAYVILLE,NJ,8721,S,N,1000,0,0
Iyad,Girgensohn,M,603,6301056,CENTER BARNSTEAD,NH,3225,M,Y,0,0,0
Venkatesan,Pfefferle,F,435,5281432,BRIAN HEAD,UT,84719,S,N,2475,0,0
Micha,Wavish,M,406,3001587,BLACK EAGLE,MT,59414,M,Y,0,3800,1900
Donanld,Koshkin,F,931,3008528,CORRYTON,TN,37721,S,Y,0,0,0
Nicu,Malhotra,M,339,4113139,VINEYARD HAVEN,MA,2568,S,Y,3575,0,1000
Dharmaraja,Welcome,M,787,3262204,LA PLATA,PR,786,M,Y,0,0,0
Hayato,Fergany,F,907,2807252,LOWER KALSKAG,AK,99626,M,Y,0,0,0
Zheru,Aimeur,M,208,9249028,KOOSKIA,ID,83539,S,Y,3300,0,3300
Howard,Tomer,M,217,9663240,STEWARDSON,IL,62463,M,Y,0,4000,2000
Yujiun,Giegerich,M,980,1006792,ORRUM,NC,28369,S,Y,3300,0,3300
Ioanna,Couvreur,F,208,3867110,MAY,ID,83253,S,Y,3300,0,3300
Kothuri,Brunn,M,608,7365649,POUND,WI,54161,S,N,700,0,0
Frieder,Panangaden,M,862,1698156,WAYNE,NJ,7477,S,N,1000,0,0
Petar,Quinet,M,907,8395537,FALSE PASS,AK,99583,S,Y,0,0,0
Baltasar,Salmon,M,559,3553005,SAN DIEGO,CA,92106,S,Y,87,0,272
Krste,Reistad,F,505,1887360,SANTO DOMINGO PUEBLO,NM,87052,S,Y,3300,0,3300
Valmir,Bill,F,801,9855926,BOUNTIFUL,UT,84010,S,Y,2475,0,2475
Hui,Jahnichen,F,281,4337227,BON WIER,TX,75928,M,Y,0,0,0
Imadeldin,Takagi,M,302,2404929,WILMINGTON,DE,19887,S,Y,110,0,110
Wojciech,Stutschka,M,830,2012498,ABILENE,TX,79603,S,N,0,0,0
Gurindar,Fulcher,F,206,5401463,GARFIELD,WA,99130,S,Y,0,0,0
Yamine,Gohl,F,315,2417032,JACKSON HEIGHTS,NY,11372,S,N,0,0,0
Hatem,Inui,F,864,7911231,WILLIAMS,SC,29493,S,N,3300,0,0
Noemie,Alpuente,F,701,4611823,SHEYENNE,ND,58374,M,N,0,6600,0
Agustin,Boggs,M,630,6013503,PETERSBURG,IL,62675,M,N,0,4000,0
Lourdes,Geldenhuys,F,580,5111211,PONCA CITY,OK,74601,M,N,0,2000,0
Huaxiong,Gurel,M,843,6134439,LAKE CITY,SC,29560,M,N,0,6600,0
Erick,Royer,F,435,6867350,BRIAN HEAD,UT,84719,M,Y,0,4950,2475
Toshihito,Radhakrishnan,M,989,5108184,FARMINGTON,MI,48332,S,N,3100,0,0
Magatho,Pollatschek,F,931,1198224,MIDDLETON,TN,38052,S,N,0,0,0
Chuchang,Milgrom,M,208,2646088,BOISE,ID,83702,M,N,0,6600,0
Tokunbo,Leban,F,205,2948969,COY,AL,36435,S,Y,1500,0,300
Ceon,Peyn,M,208,9823203,IDAHO FALLS,ID,83401,S,N,3300,0,0
Souji,Mandell,M,408,5884323,LA VERNE,CA,91750,S,N,87,0,0
Fun,Bultitude,F,304,1995407,PEACH CREEK,WV,25639,M,N,0,4000,0
Hoewon,Kroft,F,828,6719408,ASHEVILLE,NC,28801,S,Y,3300,0,3300
Aviezri,Woehl,F,980,6052501,ROLESVILLE,NC,27571,M,N,0,6600,0
Guntram,Fouchal,F,509,3993875,MORTON,WA,98356,S,N,0,0,0
Fatma,Antin,F,252,4449762,FARMVILLE,NC,27828,S,Y,3300,0,3300
Ufuk,Alshuth,M,802,1524221,LOWELL,VT,5847,M,Y,0,6600,3300
Tuyen,Skala,F,860,6982569,NEW HAVEN,CT,6509,S,Y,12750,0,0
Shannon,Crutchfield,F,304,4673205,BRAMWELL,WV,24715,M,N,0,4000,0
Yanjun,Maguire,F,308,4608896,DODGE,NE,68633,M,Y,0,206,103
Ronni,Azarbod,F,601,3915471,BALDWYN,MS,38824,S,Y,6000,0,1500
Berardina,Atarashi,F,951,9435911,NEWPORT BEACH,CA,92658,S,Y,87,0,272
Kwangsub,Joobbani,M,828,4004888,WINSTON SALEM,NC,27101,S,N,3300,0,0
Gerlinde,Joswig,F,406,3634424,SUNBURST,MT,59482,M,Y,0,3800,1900
Borivoj,Nisiyama,F,951,5109813,OCEANSIDE,CA,92051,M,N,0,174,0
Xiaoyang,Benaissa,M,302,2664712,BRIDGEVILLE,DE,19933,S,N,110,0,0
Bikash,Lorincz,M,571,2856338,FALLS CHURCH,VA,22041,S,N,900,0,0
Suhas,Bett,F,801,4673604,SALT LAKE CITY,UT,84152,M,Y,0,4950,2475
Yuejian,Rauhe,M,503,8277833,KEIZER,OR,97307,M,Y,0,318,159
Heichun,Khodabandeh,M,608,4525131,FOXBORO,WI,54836,S,N,700,0,0
Marcella,McKee,M,812,1095117,LEXINGTON,IN,47138,S,N,1000,0,0
Taisuke,Hillston,M,651,3198314,WILLIAMS,MN,56686,S,N,3300,0,0
Jorrge,Sekaran,F,918,4759468,SNOW,OK,74567,S,N,1000,0,0
Keiji,Couvreur,F,202,1456994,WASHINGTON,DC,20578,S,Y,1370,0,1370
Yka,Bercovich,M,620,9048235,PARSONS,KS,67357,S,Y,2250,0,2250
Mitsuteru,Hoffler,M,620,9429463,WEBBER,KS,66970,S,N,2250,0,0
Casey,Lieflander,F,316,6752901,WICHITA,KS,67213,M,N,0,4500,0
Kazukuni,Delannoy,M,915,7438950,ANDERSON,TX,77830,S,N,0,0,0
Shao,Schmill,M,907,4049540,KIPNUK,AK,99614,M,Y,0,0,0
Pascalin,Eigler,F,319,4959713,FLORIS,IA,52560,M,Y,0,80,40
Surnjani,Norigoe,F,352,1294420,ORLANDO,FL,32855,S,N,0,0,0
Eckehard,Kohling,M,623,7535229,LUKEVILLE,AZ,85341,S,Y,2100,0,2300
Chien,Anstee,M,505,2185730,SANTA FE,NM,87505,M,N,0,6600,0
Ignas,Tari,F,401,2463811,OAKLAND,RI,2858,S,N,0,0,0
Yashodara,Gitlin,F,507,7353151,BUHL,MN,55713,M,Y,0,6600,3300
Navid,Giddy,M,337,6174753,TICKFAW,LA,70466,M,Y,0,9000,1000
Ludek,Dissmann,F,302,2875365,FENWICK ISLAND,DE,19944,S,Y,110,0,110
Wieslaw,Tolly,F,401,8711245,PRUDENCE ISLAND,RI,2872,S,Y,0,0,0
Guihai,Dragt,F,423,2257836,MEMPHIS,TN,38119,S,N,0,0,0
Schuichi,Grand,M,423,5268812,SPENCER,TN,38585,S,N,0,0,0
Dhananjay,Restivo,F,801,5141332,HUNTSVILLE,UT,84317,M,Y,0,4950,2475
Vassily,Pelayo,M,907,3367849,SAND POINT,AK,99661,M,N,0,0,0
Behrooz,Gloger,F,228,6763216,YAZOO CITY,MS,39194,M,N,0,12000,0
Waiman,Huxford,F,503,8075675,BEAVERTON,OR,97008,S,Y,159,0,159
Nimar,Blau,F,301,5906877,BETHESDA,MD,20894,M,Y,0,4800,2400
Supratik,Liesche,M,803,8136312,VANCE,SC,29163,M,Y,0,6600,3300
Margrit,Brandsma,M,660,3532660,DUTZOW,MO,63342,M,Y,0,4200,1200
Nachimuthu,Salvail,M,234,9161415,TOLEDO,OH,43601,M,N,0,2600,0
Naotake,Tonnesen,F,203,6591498,FARMINGTON,CT,6032,S,N,12750,0,0
Xuding,Bavuso,F,307,9374141,ARMINTO,WY,82630,M,N,0,0,0
Alselm,Olenski,F,808,9535649,HALEIWA,HI,96712,M,Y,0,2080,1040
Jayaramaiah,Koitz,F,605,7636316,KENNEBEC,SD,57544,S,Y,0,0,0
Eenjan,LeThanh,M,503,6181567,WARM SPRINGS,OR,97761,S,N,159,0,0
Reriel,Il in,F,701,9718978,GRASSY BUTTE,ND,58634,S,Y,3300,0,3300
Kshitij,Guzdial,F,727,5178533,TAMPA,FL,33611,M,Y,0,0,0
Gayle,Schoning,F,973,5786171,NEW BRUNSWICK,NJ,8988,S,Y,1000,0,1500
Heinz,Melcarne,F,616,1716487,SAGINAW,MI,48605,M,N,0,6200,0
Seiichiro,Mitzlaff,F,769,6165167,FRIARS POINT,MS,38631,S,Y,6000,0,1500
Ryotaro,Kushner,F,763,6233744,SPRING PARK,MN,55384,M,Y,0,6600,3300
Jichiang,Gohl,M,307,6843255,ALPINE,WY,83128,M,Y,0,0,0
Jamey,Widenauer,F,219,4448007,MUNCIE,IN,47302,M,Y,0,2000,1000
Shuetsu,Dawood,M,480,7961586,FREDONIA,AZ,86022,S,N,2100,0,0
Nasreddine,Chamillard,M,863,1741927,NORTH PORT,FL,34288,M,N,0,0,0
Ardie,Navazio,F,618,5378627,STONINGTON,IL,62567,M,Y,0,4000,2000
Teck,Purao,F,401,3802936,NARRAGANSETT,RI,2882,M,Y,0,0,0
Berhard,Sakkinen,F,203,2015128,STAMFORD,CT,6911,S,Y,12750,0,0
Eddi,Makinen,M,808,4644652,PAHOA,HI,96778,M,Y,0,2080,1040
Chung,Uckan,M,860,7965200,NEW HAVEN,CT,6538,S,Y,12750,0,0
Ekkart,Legato,M,401,8918080,NEWPORT,RI,2840,M,Y,0,0,0
Jungyun,Tsiligaridis,F,218,8312798,PINE RIVER,MN,56474,S,Y,3300,0,3300
Shoji,Hamalainen,M,712,8985490,ELDORA,IA,50627,S,N,40,0,0
Rosangela,Candy,M,563,6796749,TOETERVILLE,IA,50481,S,N,40,0,0
Anastasios,Manhart,M,406,1715268,VAUGHN,MT,59487,S,Y,1900,0,1900
Mari,Viccari,F,719,1684786,PUEBLO,CO,81002,M,N,0,0,0
Tzay,Perna,M,769,4584015,BELDEN,MS,38826,S,Y,6000,0,1500
Pankaj,Pasztor,M,307,6701319,ROBERTSON,WY,82944,M,N,0,0,0
Warwich,Lotti,F,662,8328815,ROLLING FORK,MS,39159,S,Y,6000,0,1500
Benita,Tawa,M,808,1854689,HONOLULU,HI,96825,S,N,1040,0,0
Tsunenori,Bencivenga,M,574,9519394,BERNE,IN,46711,M,N,0,2000,0
Chabane,Gohring,M,760,1152229,TRINIDAD,CA,95570,M,N,0,174,0
Thoms,Calabrese,F,281,6677309,MILLSAP,TX,76066,M,Y,0,0,0
Mandira,Rueda,M,217,4951443,MAYWOOD,IL,60153,S,N,2000,0,0
Stamos,Kuemmerle,M,603,4234190,PIKE,NH,3780,M,Y,0,0,0
Koppolu,Capon,F,906,2904686,FOSTER CITY,MI,49834,S,N,3100,0,0
Barbora,Basarab,M,620,8267291,CLEARWATER,KS,67026,M,N,0,4500,0
Sanjay,Wartelle,M,574,3981049,FREEDOM,IN,47431,S,Y,1000,0,1000
Pnina,Simutis,M,307,2819396,ARMINTO,WY,82630,M,Y,0,0,0
Arlaana,Pusch,M,662,5561961,HERMANVILLE,MS,39086,S,Y,6000,0,1500
Meiliu,Adi,M,402,9299707,HOOPER,NE,68031,S,N,103,0,0
Cormac,Matthijssen,F,702,3935632,CARSON CITY,NV,89713,M,Y,0,0,0
Yujiun,Vandervoorde,M,843,5217083,HARDEEVILLE,SC,29927,S,Y,3300,0,3300
Samphel,Hjalmtysson,M,401,4151193,PROVIDENCE,RI,2901,M,N,0,0,0
Sudharsan,Syrotiuk,M,808,7455505,HONOLULU,HI,96847,S,Y,1040,0,1040
Simeon,Tiskin,F,605,5645000,ORIENT,SD,57467,M,Y,0,0,0
Zbigniew,Musto,M,610,8929988,COWANESQUE,PA,16918,M,Y,0,0,0
Pavel,Nocker,F,605,8409093,VOLIN,SD,57072,M,Y,0,0,0
Guodong,Soinard,F,503,6268181,CLATSKANIE,OR,97016,S,N,159,0,0
Alongkrit,Phiphobmongkol,M,417,3051759,ELLINGTON,MO,63638,M,N,0,4200,0
Chengqi,Meerbergen,F,317,1171278,SOUTH BEND,IN,46616,M,Y,0,2000,1000
Hiroomi,Halgason,M,551,5804203,PLAINFIELD,NJ,7063,M,Y,0,2000,1500
Wilm,Pichetti,F,601,3834182,CARY,MS,39054,M,Y,0,12000,1500
Lia,Kleyle,M,360,7813639,EVERETT,WA,98205,M,N,0,0,0
Shalitha,Eyal,M,209,9543594,CARLSBAD,CA,92010,S,Y,87,0,272
Yacoub,Adleman,F,919,5378291,BELEWS CREEK,NC,27009,S,Y,3300,0,3300
Natawut,Rofougaran,M,337,8296994,PAINCOURTVILLE,LA,70391,M,Y,0,9000,1000
Evanthia,Kriplani,M,801,4788747,GRANTSVILLE,UT,84029,S,Y,2475,0,2475
Thirumalai,Pokoski,M,515,5418188,DICKENS,IA,51333,S,Y,40,0,40
Kieran,Radovic,M,505,4284662,ROWE,NM,87562,S,Y,3300,0,3300
Atanas,Halper,M,626,4854422,SAN BERNARDINO,CA,92411,S,N,87,0,0
Nadir,Takesue,F,712,5871708,TEMPLETON,IA,51463,S,Y,40,0,40
Cinzia,Chong,F,530,6434717,ARCADIA,CA,91007,S,N,87,0,0
Matthai,Jonckers,F,401,7672273,SMITHFIELD,RI,2917,M,Y,0,0,0
Marinos,Delaigle,F,850,5957450,TAMPA,FL,33617,S,N,0,0,0
Limsoon,Poli,M,203,6911236,DANBURY,CT,6817,S,Y,12750,0,0
Afonso,Bentlage,M,571,4503092,BLACKSBURG,VA,24061,S,Y,900,0,900
Abdulla,Wuwongse,F,928,3311216,LITCHFIELD PARK,AZ,85340,S,Y,2100,0,2300
Jayant,Pelezar,M,817,2727159,FORT WORTH,TX,76140,S,N,0,0,0
Elefterios,Zislis,M,352,8351734,ORLANDO,FL,32891,M,Y,0,0,0
Mostefa,Mittermeir,F,636,2134902,SAINT LOUIS,MO,63125,M,N,0,4200,0
Cao,Dubinsky,M,207,7352202,BUXTON,ME,4093,S,N,2850,0,0
Yana,Sivarajan,F,828,6204170,SPRING HOPE,NC,27882,M,Y,0,6600,3300
Raghunandan,Velazco,F,912,7692884,SUMNER,GA,31789,S,Y,2700,0,3000
Shimeng,Messeguer,F,401,5103941,CENTRAL FALLS,RI,2863,M,N,0,0,0
Nabih,Sergot,F,601,2713713,EDWARDS,MS,39066,S,N,6000,0,0
Kexiang,Haasis,M,302,8046952,KENTON,DE,19955,S,N,110,0,0
Tankoano,Windisch,F,308,9514607,KENNARD,NE,68034,M,Y,0,206,103
Yanni,Shahrbabaki,F,860,8764404,WINDSOR,CT,6006,M,N,0,24500,0
Zohra,Rasch,F,318,8893729,THERIOT,LA,70397,M,Y,0,9000,1000
Lance,Laplante,F,831,2421760,SACRAMENTO,CA,95822,S,N,87,0,0
Hardeep,Blackall,F,919,3966621,FAYETTEVILLE,NC,28309,M,N,0,6600,0
Vinko,Getfert,F,803,6265659,SHELDON,SC,29941,M,N,0,6600,0
Aslihan,Fregonese,F,801,6598026,SALT LAKE CITY,UT,84132,M,N,0,4950,0
Yin,Venkitaraman,M,402,3942949,FREMONT,NE,68025,M,Y,0,206,103
Arijit,Bardell,F,804,6488958,DANVILLE,VA,24541,S,N,900,0,0
Aelmut,Nyberg,F,903,2083600,DALLAS,TX,75371,M,N,0,0,0
Yanhong,Loyot,M,404,2287867,ILA,GA,30647,M,N,0,5400,0
Lorenzo,Mihoubi,F,260,6513162,NEW HARMONY,IN,47631,M,Y,0,2000,1000
Debashish,Rettinger,F,618,1615610,POMONA,IL,62975,M,N,0,4000,0
Natalija,Shrager,M,605,3643114,CHAMBERLAIN,SD,57326,S,Y,0,0,0
Vijaya,Lackinger,F,701,3484255,BARNEY,ND,58008,S,N,3300,0,0
Kerryn,Wahba,F,334,7979303,FAUNSDALE,AL,36738,S,Y,1500,0,300
Haiming,Marchal,M,802,2602584,WEST DUMMERSTON,VT,5357,S,Y,3300,0,3300
Natalio,Forker,M,931,1335882,COWAN,TN,37318,S,Y,0,0,0
Andres,Gluchowski,M,504,6964106,KENNER,LA,70065,S,Y,4500,0,1000
Qingxun,Deyuan,M,860,4994918,GEORGETOWN,CT,6829,S,N,12750,0,0
Brenan,Ogurol,M,208,4236892,CLIFTON,ID,83228,S,Y,3300,0,3300
Sathis,Vongsathorn,F,231,6395486,TROY,MI,48085,S,Y,3100,0,3100
Mendel,Kitsuregawa,F,907,5596666,PORT ALEXANDER,AK,99836,S,Y,0,0,0
Shir,Karczmarczuk,M,302,9267330,NEWARK,DE,19715,M,Y,0,220,110
Wilmer,Mackenzie,F,217,6046547,COFFEEN,IL,62017,S,N,2000,0,0
Meyer,Berc,M,308,6207407,WESTERN,NE,68464,S,Y,103,0,103
Nacer,Dierk,M,913,1404365,WELLSVILLE,KS,66092,S,N,2250,0,0
Kara,Sergot,M,601,7962601,GUNTOWN,MS,38849,S,Y,6000,0,1500
Lowrence,Ianov,M,808,4381623,HONOLULU,HI,96840,M,N,0,2080,0
Harjinder,Justo,F,712,4281475,HONEY CREEK,IA,51542,S,Y,40,0,40
Kazuaki,Ohori,M,918,7162691,OKTAHA,OK,74450,S,N,1000,0,0
Ambros,Strijk,M,541,5641161,EAGLE CREEK,OR,97022,S,Y,159,0,159
Xuefei,Burgert,F,208,2101055,MCCALL,ID,83638,S,N,3300,0,0
Preda,Romboli,F,206,4242934,SNOQUALMIE,WA,98065,S,N,0,0,0
Cristinel,Fecht,F,701,1433107,BALTA,ND,58313,S,Y,3300,0,3300
Norwood,Feuerman,F,504,5128265,TUNICA,LA,70782,S,N,4500,0,0
Camilo,Guckenheimer,F,406,5942161,SACO,MT,59261,M,Y,0,3800,1900
Kripasindhu,Elwasif,M,520,2096775,TUCSON,AZ,85703,S,Y,2100,0,2300
Juzhen,Kupsch,F,213,7391848,LOS ANGELES,CA,90046,M,Y,0,174,272
Melliyal,Culpepper,M,406,6121643,CLINTON,MT,59825,S,N,1900,0,0
Gain,Stojanovski,M,920,3972965,CASHTON,WI,54619,M,N,0,1400,0
Yixin,Morisio,F,973,1865789,MILFORD,NJ,8848,M,N,0,2000,0
Kalev,Sugimura,M,862,5328434,LITTLE FERRY,NJ,7643,M,Y,0,2000,1500
Xiangjun,Herzberg,M,907,1889904,MANLEY HOT SPRINGS,AK,99756,M,Y,0,0,0
Jiankun,Coradeschi,M,401,1345935,CAROLINA,RI,2812,S,Y,0,0,0
Sebastiano,Miake,F,908,4191563,TETERBORO,NJ,7608,S,Y,1000,0,1500
Vijayshankar,Abdat,M,913,8611257,RANDALL,KS,66963,M,Y,0,4500,2250
Maryalice,Awdeh,F,479,8824931,PONCA,AR,72670,M,N,0,40,0
Haiming,Giegerich,M,360,6212984,FERNDALE,WA,98248,M,Y,0,0,0
Pratyush,Ranon,F,567,5711724,LEETONIA,OH,44431,M,Y,0,2600,1300
Sailaja,Ramaswamy,M,270,6042032,GARRETT,KY,41630,S,Y,20,0,20
Gio,Sassano,F,417,8005291,SPRINGFIELD,MO,65804,S,N,2100,0,0
Aya,Hackl,M,701,3116488,RUGBY,ND,58368,M,N,0,6600,0
Bir,Carli,F,808,8712064,WAIMANALO,HI,96795,S,Y,1040,0,1040
Yezdezard,Gaudioso,M,857,5002205,WEST CHATHAM,MA,2669,S,N,3575,0,0
Jangsu,Ittner,F,702,7414512,LAS VEGAS,NV,89146,S,N,0,0,0
Tingfang,Wolovich,F,702,5686132,LOGANDALE,NV,89021,M,N,0,0,0
Vassilios,Chinen,F,218,5479131,TAUNTON,MN,56291,M,Y,0,6600,3300
Somnath,Hanakawa,F,720,5681620,DENVER,CO,80294,M,N,0,0,0
Rishiyur,Kayssi,F,406,1062792,COLUMBUS,MT,59019,S,N,1900,0,0
Rokia,Muirhead,M,845,3631757,JAMAICA,NY,11436,M,N,0,0,0
Rong,Bassolet,M,307,1648570,CODY,WY,82414,S,Y,0,0,0
GuoDong,Skowron,M,406,4919249,OLIVE,MT,59343,M,N,0,3800,0
Cen,Whinston,M,623,7727340,TUCSON,AZ,85732,S,Y,2100,0,2300
Zhigang,Yacobi,M,240,1311734,MANCHESTER,MD,21102,M,N,0,4800,0
Shuang,Fanti,M,602,3482931,SEDONA,AZ,86340,S,N,2100,0,0
Iabelle,Coscia,F,423,4381966,MEMPHIS,TN,38110,M,N,0,0,0
Marcela,Matteis,M,540,3464726,HENRICO,VA,23242,S,N,900,0,0
Attahiru,Cotta,F,907,7321013,NUNAPITCHUK,AK,99641,S,Y,0,0,0
Ningda,Hallam,M,302,7483086,NEWARK,DE,19725,M,N,0,220,0
Debashis,Flandrena,M,218,5679119,YOUNG AMERICA,MN,55562,M,Y,0,6600,3300
Eleanor,Boddy,M,320,9403644,MADISON LAKE,MN,56063,S,Y,3300,0,3300
Cuneyt,Turnbull,M,937,2127675,JEFFERSON,OH,44047,S,N,1300,0,0
Guri,Konrad,M,401,6411663,HOPKINTON,RI,2833,M,N,0,0,0
Tomaoo,Kindberg,F,240,4834368,SHARPSBURG,MD,21782,S,N,2400,0,0
Ibibia,Slahor,F,401,7026079,TIVERTON,RI,2878,M,N,0,0,0
Ingeborg,Fontana,F,701,5554424,ANETA,ND,58212,S,N,3300,0,0
Janett,Bau,F,270,3689009,BOWLING GREEN,KY,42102,M,N,0,40,0
JoAnna,Vidal,M,217,9987492,GILBERTS,IL,60136,M,Y,0,4000,2000
Venkatram,Crotty,M,605,6693806,SALEM,SD,57058,M,Y,0,0,0
Leora,Therber,F,585,8979630,CLARENCE,NY,14031,S,Y,0,0,1000
Masamichi,Gamerman,F,802,2977908,MONTPELIER,VT,5601,S,Y,3300,0,3300
Polle,Raeithel,F,360,8376688,SEATTLE,WA,98111,S,Y,0,0,0
Wallapak,Anton,F,320,9603538,SOUTH INTERNATIONAL FALLS,MN,56679,S,Y,3300,0,3300
Tarcisio,Snelgrove,M,253,7355478,EVERETT,WA,98213,M,N,0,0,0
Teruya,Daijavad,F,765,4074479,INDIANAPOLIS,IN,46266,S,Y,1000,0,1000
InduShobha,Hansgen,M,702,3255712,SLOAN,NV,89054,S,N,0,0,0
Hajnal,Give on,M,623,9769133,PEORIA,AZ,85382,S,N,2100,0,0
Anni,Hollenbeck,M,214,9637259,JOHNSON CITY,TX,78636,S,N,0,0,0
Marialuisa,Leibl,F,402,4813693,CLARKSON,NE,68629,S,Y,103,0,103
Manas,Yokomori,F,434,1078631,IRON GATE,VA,24448,M,N,0,1800,0
Arif,Dress,F,701,6526042,STRASBURG,ND,58573,M,N,0,6600,0
Nhora,Kean,F,769,9091037,COLUMBUS,MS,39705,S,Y,6000,0,1500
Maristella,Simkin,F,808,4228142,LIHUE,HI,96766,M,N,0,2080,0
Murty,Rissanen,M,610,2666480,BRACKNEY,PA,18812,S,Y,0,0,0
Pohua,Taki,F,251,6893722,PINE APPLE,AL,36768,S,N,1500,0,0
Bjajesh,Nadel,M,803,1431396,SUMMERVILLE,SC,29485,M,Y,0,6600,3300
Seungwang,Mueller,F,920,4911470,DODGEVILLE,WI,53595,S,N,700,0,0
Junxian,Erev,M,808,7453332,HONOLULU,HI,96821,M,Y,0,2080,1040
Fabrizio,Staes,F,203,7497004,HARTFORD,CT,6180,M,N,0,24500,0
Yousri,Mitkov,M,860,7218187,NAUGATUCK,CT,6770,M,N,0,24500,0
Wanlei,Jelasity,M,623,2879282,TUCSON,AZ,85737,S,N,2100,0,0
Mihai,Cannan,M,314,6714011,GOWER,MO,64454,M,Y,0,4200,1200
Shouji,Rosch,F,606,9642788,LEJUNIOR,KY,40849,S,Y,20,0,20
Mic,Kupiec,F,878,9454402,NEW KINGSTOWN,PA,17072,S,Y,0,0,0
Brig,Canny,M,251,8082519,GREENSBORO,AL,36744,S,N,1500,0,0
Akhileswaran,Marsden,M,218,1177332,MINNEAPOLIS,MN,55427,M,Y,0,6600,3300
Diane,Duchessi,M,701,4982795,DAWSON,ND,58428,M,N,0,6600,0
Eneko,Puerta,F,712,1698667,COUNCIL BLUFFS,IA,51501,S,Y,40,0,40
Reihaneh,Morris,F,505,2531103,LAKEWOOD,NM,88254,S,Y,3300,0,3300
Joa,Skaar,F,304,9108747,JANE LEW,WV,26378,S,N,2000,0,0
Girija,Maggini,F,351,7637139,WOBURN,MA,1813,M,N,0,7150,0
Yoonsuck,Delgano,F,207,3494602,FORT KENT MILLS,ME,4744,S,N,2850,0,0
Karakunakara,Seubert,F,701,9922989,GRENORA,ND,58845,S,N,3300,0,0
Azaria,Ruffin,F,620,2115946,OLATHE,KS,66062,M,N,0,4500,0
Lilian,Kohne,F,417,4691812,RICHWOODS,MO,63071,S,N,2100,0,0
Vojislav,Kurakake,F,301,9713654,BALTIMORE,MD,21231,M,Y,0,4800,2400
Heung,Christmansson,M,769,5008790,DUMAS,MS,38625,M,N,0,12000,0
Mikkel,Das,F,425,7281950,CARLSBORG,WA,98324,S,Y,0,0,0
Danu,Selenyi,F,808,8352848,WAIALUA,HI,96791,M,Y,0,2080,1040
Yonathan,Aidoud,F,307,2582463,GLENDO,WY,82213,S,N,0,0,0
Farn,Rowland,F,702,7064205,GABBS,NV,89409,S,N,0,0,0
Ville,Maraist,M,307,1058073,CHEYENNE,WY,82009,S,Y,0,0,0
Klara,Lucio,M,920,9774890,LARSEN,WI,54947,S,Y,700,0,400
